"access.field","demand.type","access.type","trip.type","time","threshold","before.after","gap","gini.low","gini.mid","gini.high"
"abs.com.mor.57min.after","eld","abs","com","mor","57","after",0.37,"0.16",0.2,0.19
"abs.com.mor.60min.after","eld","abs","com","mor","60","after",0.37,"0.15",0.2,0.18
"abs.com.mor.63min.after","eld","abs","com","mor","63","after",0.37,"0.14",0.19,0.17
"abs.com.mor.66min.after","eld","abs","com","mor","66","after",0.37,"0.13",0.18,0.16
"abs.com.mor.69min.after","eld","abs","com","mor","69","after",0.37,"0.12",0.17,0.15
"abs.com.mor.72min.after","eld","abs","com","mor","72","after",0.37,"0.1",0.15,0.13
"abs.com.mor.75min.after","eld","abs","com","mor","75","after",0.37,"0.09",0.13,0.12
"rel.com.mor.1.after","eld","rel","com","mor","1","after",0.33,"0.3",0.33,0.34
"rel.com.mor.1.2.after","eld","rel","com","mor","1.2","after",0.32,"0.24",0.25,0.24
"rel.com.mor.1.4.after","eld","rel","com","mor","1.4","after",0.32,"0.21",0.23,0.22
"rel.com.mor.1.6.after","eld","rel","com","mor","1.6","after",0.34,"0.19",0.23,0.24
"rel.com.mor.1.8.after","eld","rel","com","mor","1.8","after",0.34,"0.18",0.21,0.23
"rel.com.mor.2.after","eld","rel","com","mor","2","after",0.33,"0.14",0.16,0.18
"rel.com.mor.2.2.after","eld","rel","com","mor","2.2","after",0.33,"0.1",0.12,0.13
"rel.com.mor.2.4.after","eld","rel","com","mor","2.4","after",0.32,"0.07",0.08,0.08
"rel.com.mor.2.6.after","eld","rel","com","mor","2.6","after",0.32,"0.05",0.06,0.06
"rel.com.mor.2.8.after","eld","rel","com","mor","2.8","after",0.32,"0.04",0.04,0.04
"rel.com.mor.3.after","eld","rel","com","mor","3","after",0.32,"0.03",0.03,0.02
"abs.non.mor.30min.after","eld","abs","non","mor","30","after",0.4,"0.18",0.17,0.19
"abs.non.mor.33min.after","eld","abs","non","mor","33","after",0.4,"0.18",0.17,0.19
"abs.non.mor.36min.after","eld","abs","non","mor","36","after",0.39,"0.18",0.18,0.19
"abs.non.mor.39min.after","eld","abs","non","mor","39","after",0.4,"0.18",0.18,0.2
"abs.non.mor.42min.after","eld","abs","non","mor","42","after",0.4,"0.18",0.19,0.21
"abs.non.mor.45min.after","eld","abs","non","mor","45","after",0.39,"0.17",0.19,0.21
"abs.non.mor.48min.after","eld","abs","non","mor","48","after",0.39,"0.17",0.19,0.21
"abs.non.mor.51min.after","eld","abs","non","mor","51","after",0.39,"0.17",0.19,0.2
"abs.non.mor.54min.after","eld","abs","non","mor","54","after",0.38,"0.16",0.19,0.2
"abs.non.mor.57min.after","eld","abs","non","mor","57","after",0.38,"0.16",0.19,0.2
"abs.non.mor.60min.after","eld","abs","non","mor","60","after",0.38,"0.16",0.19,0.19
"abs.non.mor.63min.after","eld","abs","non","mor","63","after",0.38,"0.15",0.18,0.19
"abs.non.mor.66min.after","eld","abs","non","mor","66","after",0.39,"0.14",0.18,0.18
"abs.non.mor.69min.after","eld","abs","non","mor","69","after",0.39,"0.12",0.17,0.17
"abs.non.mor.72min.after","eld","abs","non","mor","72","after",0.39,"0.11",0.15,0.16
"abs.non.mor.75min.after","eld","abs","non","mor","75","after",0.39,"0.09",0.14,0.14
"rel.non.mor.1.after","eld","rel","non","mor","1","after",0.34,"0.28",0.3,0.31
"rel.non.mor.1.2.after","eld","rel","non","mor","1.2","after",0.35,"0.2",0.2,0.2
"rel.non.mor.1.4.after","eld","rel","non","mor","1.4","after",0.35,"0.17",0.18,0.18
"rel.non.mor.1.6.after","eld","rel","non","mor","1.6","after",0.36,"0.16",0.19,0.21
"rel.non.mor.1.8.after","eld","rel","non","mor","1.8","after",0.35,"0.15",0.18,0.21
"rel.non.mor.2.after","eld","rel","non","mor","2","after",0.34,"0.12",0.15,0.17
"rel.non.mor.2.2.after","eld","rel","non","mor","2.2","after",0.33,"0.09",0.11,0.12
"rel.non.mor.2.4.after","eld","rel","non","mor","2.4","after",0.33,"0.06",0.08,0.08
"rel.non.mor.2.6.after","eld","rel","non","mor","2.6","after",0.33,"0.05",0.06,0.06
"rel.non.mor.2.8.after","eld","rel","non","mor","2.8","after",0.32,"0.03",0.04,0.04
"rel.non.mor.3.after","eld","rel","non","mor","3","after",0.32,"0.03",0.03,0.03
"abs.com.mor.30min.before","chi","abs","com","mor","30","before",0.36,"0.67",0.66,0.78
"abs.com.mor.33min.before","chi","abs","com","mor","33","before",0.37,"0.63",0.63,0.75
"abs.com.mor.36min.before","chi","abs","com","mor","36","before",0.38,"0.59",0.62,0.71
"abs.com.mor.39min.before","chi","abs","com","mor","39","before",0.39,"0.56",0.61,0.69
"abs.com.mor.42min.before","chi","abs","com","mor","42","before",0.39,"0.53",0.59,0.67
"abs.com.mor.45min.before","chi","abs","com","mor","45","before",0.39,"0.5",0.58,0.66
"abs.com.mor.48min.before","chi","abs","com","mor","48","before",0.4,"0.48",0.58,0.65
"abs.com.mor.51min.before","chi","abs","com","mor","51","before",0.4,"0.45",0.56,0.64
"abs.com.mor.54min.before","chi","abs","com","mor","54","before",0.4,"0.42",0.54,0.63
"abs.com.mor.57min.before","chi","abs","com","mor","57","before",0.41,"0.4",0.53,0.62
"abs.com.mor.60min.before","chi","abs","com","mor","60","before",0.41,"0.37",0.51,0.61
"abs.com.mor.63min.before","chi","abs","com","mor","63","before",0.41,"0.35",0.49,0.59
"abs.com.mor.66min.before","chi","abs","com","mor","66","before",0.41,"0.33",0.46,0.58
"abs.com.mor.69min.before","chi","abs","com","mor","69","before",0.41,"0.31",0.44,0.57
"abs.com.mor.72min.before","chi","abs","com","mor","72","before",0.42,"0.29",0.43,0.56
"abs.com.mor.75min.before","chi","abs","com","mor","75","before",0.42,"0.27",0.41,0.55
"rel.com.mor.1.before","chi","rel","com","mor","1","before",0.49,"0.99",1,1
"rel.com.mor.1.2.before","chi","rel","com","mor","1.2","before",0.49,"0.98",1,1
"rel.com.mor.1.4.before","chi","rel","com","mor","1.4","before",0.46,"0.96",0.99,0.99
"rel.com.mor.1.6.before","chi","rel","com","mor","1.6","before",0.42,"0.92",0.97,0.99
"rel.com.mor.1.8.before","chi","rel","com","mor","1.8","before",0.36,"0.87",0.95,0.97
"rel.com.mor.2.before","chi","rel","com","mor","2","before",0.31,"0.8",0.89,0.92
"rel.com.mor.2.2.before","chi","rel","com","mor","2.2","before",0.32,"0.72",0.79,0.84
"rel.com.mor.2.4.before","chi","rel","com","mor","2.4","before",0.35,"0.59",0.67,0.75
"rel.com.mor.2.6.before","chi","rel","com","mor","2.6","before",0.36,"0.48",0.57,0.64
"rel.com.mor.2.8.before","chi","rel","com","mor","2.8","before",0.37,"0.4",0.49,0.54
"rel.com.mor.3.before","chi","rel","com","mor","3","before",0.37,"0.33",0.42,0.47
"abs.non.mor.30min.before","chi","abs","non","mor","30","before",0.38,"0.63",0.63,0.73
"abs.non.mor.33min.before","chi","abs","non","mor","33","before",0.39,"0.6",0.6,0.7
"abs.non.mor.36min.before","chi","abs","non","mor","36","before",0.39,"0.58",0.58,0.66
"abs.non.mor.39min.before","chi","abs","non","mor","39","before",0.4,"0.55",0.56,0.65
"abs.non.mor.42min.before","chi","abs","non","mor","42","before",0.4,"0.53",0.55,0.62
"abs.non.mor.45min.before","chi","abs","non","mor","45","before",0.4,"0.5",0.55,0.6
"abs.non.mor.48min.before","chi","abs","non","mor","48","before",0.4,"0.48",0.54,0.6
"abs.non.mor.51min.before","chi","abs","non","mor","51","before",0.41,"0.45",0.53,0.6
"abs.non.mor.54min.before","chi","abs","non","mor","54","before",0.41,"0.42",0.52,0.59
"abs.non.mor.57min.before","chi","abs","non","mor","57","before",0.41,"0.4",0.5,0.59
"abs.non.mor.60min.before","chi","abs","non","mor","60","before",0.41,"0.37",0.49,0.58
"abs.non.mor.63min.before","chi","abs","non","mor","63","before",0.41,"0.35",0.47,0.57
"abs.non.mor.66min.before","chi","abs","non","mor","66","before",0.41,"0.32",0.45,0.55
"abs.non.mor.69min.before","chi","abs","non","mor","69","before",0.42,"0.3",0.43,0.54
"abs.non.mor.72min.before","chi","abs","non","mor","72","before",0.42,"0.28",0.42,0.53
"abs.non.mor.75min.before","chi","abs","non","mor","75","before",0.42,"0.26",0.4,0.52
"rel.non.mor.1.before","chi","rel","non","mor","1","before",0.49,"0.99",1,1
"rel.non.mor.1.2.before","chi","rel","non","mor","1.2","before",0.48,"0.98",1,0.99
"rel.non.mor.1.4.before","chi","rel","non","mor","1.4","before",0.45,"0.95",0.99,0.99
"rel.non.mor.1.6.before","chi","rel","non","mor","1.6","before",0.4,"0.9",0.96,0.98
"rel.non.mor.1.8.before","chi","rel","non","mor","1.8","before",0.35,"0.85",0.94,0.97
"rel.non.mor.2.before","chi","rel","non","mor","2","before",0.31,"0.78",0.87,0.92
"rel.non.mor.2.2.before","chi","rel","non","mor","2.2","before",0.33,"0.7",0.78,0.84
"rel.non.mor.2.4.before","chi","rel","non","mor","2.4","before",0.35,"0.59",0.67,0.74
"rel.non.mor.2.6.before","chi","rel","non","mor","2.6","before",0.36,"0.48",0.56,0.64
"rel.non.mor.2.8.before","chi","rel","non","mor","2.8","before",0.37,"0.39",0.47,0.53
"rel.non.mor.3.before","chi","rel","non","mor","3","before",0.37,"0.33",0.4,0.46
"abs.com.mor.30min.after","chi","abs","com","mor","30","after",0.35,"0.22",0.21,0.2
"abs.com.mor.33min.after","chi","abs","com","mor","33","after",0.36,"0.21",0.2,0.19
"abs.com.mor.36min.after","chi","abs","com","mor","36","after",0.38,"0.2",0.19,0.19
"abs.com.mor.39min.after","chi","abs","com","mor","39","after",0.39,"0.19",0.19,0.19
"abs.com.mor.42min.after","chi","abs","com","mor","42","after",0.4,"0.19",0.2,0.2
"abs.com.mor.45min.after","chi","abs","com","mor","45","after",0.4,"0.18",0.19,0.21
"abs.com.mor.48min.after","chi","abs","com","mor","48","after",0.41,"0.17",0.19,0.22
"abs.com.mor.51min.after","chi","abs","com","mor","51","after",0.41,"0.16",0.18,0.22
"abs.com.mor.54min.after","chi","abs","com","mor","54","after",0.42,"0.14",0.17,0.22
"abs.com.mor.57min.after","chi","abs","com","mor","57","after",0.42,"0.13",0.16,0.22
"abs.com.mor.60min.after","chi","abs","com","mor","60","after",0.43,"0.12",0.15,0.21
"abs.com.mor.63min.after","chi","abs","com","mor","63","after",0.43,"0.11",0.14,0.21
"abs.com.mor.66min.after","chi","abs","com","mor","66","after",0.43,"0.09",0.13,0.21
"abs.com.mor.69min.after","chi","abs","com","mor","69","after",0.43,"0.08",0.12,0.2
"abs.com.mor.72min.after","chi","abs","com","mor","72","after",0.43,"0.07",0.1,0.18
"abs.com.mor.75min.after","chi","abs","com","mor","75","after",0.43,"0.06",0.09,0.16
"rel.com.mor.1.after","chi","rel","com","mor","1","after",0.31,"0.34",0.33,0.3
"rel.com.mor.1.2.after","chi","rel","com","mor","1.2","after",0.3,"0.27",0.25,0.21
"rel.com.mor.1.4.after","chi","rel","com","mor","1.4","after",0.3,"0.24",0.21,0.2
"rel.com.mor.1.6.after","chi","rel","com","mor","1.6","after",0.33,"0.24",0.21,0.22
"rel.com.mor.1.8.after","chi","rel","com","mor","1.8","after",0.34,"0.21",0.2,0.21
"rel.com.mor.2.after","chi","rel","com","mor","2","after",0.33,"0.16",0.15,0.17
"rel.com.mor.2.2.after","chi","rel","com","mor","2.2","after",0.33,"0.11",0.11,0.12
"rel.com.mor.2.4.after","chi","rel","com","mor","2.4","after",0.32,"0.08",0.08,0.08
"rel.com.mor.2.6.after","chi","rel","com","mor","2.6","after",0.32,"0.06",0.06,0.05
"rel.com.mor.2.8.after","chi","rel","com","mor","2.8","after",0.32,"0.04",0.04,0.04
"rel.com.mor.3.after","chi","rel","com","mor","3","after",0.33,"0.03",0.03,0.02
"abs.non.mor.30min.after","chi","abs","non","mor","30","after",0.4,"0.2",0.17,0.15
"abs.non.mor.33min.after","chi","abs","non","mor","33","after",0.41,"0.19",0.16,0.14
"abs.non.mor.36min.after","chi","abs","non","mor","36","after",0.42,"0.18",0.17,0.15
"abs.non.mor.39min.after","chi","abs","non","mor","39","after",0.42,"0.17",0.17,0.17
"abs.non.mor.42min.after","chi","abs","non","mor","42","after",0.43,"0.17",0.17,0.18
"abs.non.mor.45min.after","chi","abs","non","mor","45","after",0.43,"0.16",0.17,0.19
"abs.non.mor.48min.after","chi","abs","non","mor","48","after",0.43,"0.15",0.17,0.2
"abs.non.mor.51min.after","chi","abs","non","mor","51","after",0.43,"0.14",0.16,0.2
"abs.non.mor.54min.after","chi","abs","non","mor","54","after",0.44,"0.13",0.16,0.21
"abs.non.mor.57min.after","chi","abs","non","mor","57","after",0.44,"0.12",0.15,0.21
"abs.non.mor.60min.after","chi","abs","non","mor","60","after",0.44,"0.11",0.15,0.21
"abs.non.mor.63min.after","chi","abs","non","mor","63","after",0.44,"0.1",0.14,0.21
"abs.non.mor.66min.after","chi","abs","non","mor","66","after",0.44,"0.09",0.13,0.21
"abs.non.mor.69min.after","chi","abs","non","mor","69","after",0.44,"0.08",0.12,0.21
"abs.non.mor.72min.after","chi","abs","non","mor","72","after",0.44,"0.07",0.11,0.19
"abs.non.mor.75min.after","chi","abs","non","mor","75","after",0.44,"0.06",0.09,0.18
"rel.non.mor.1.after","chi","rel","non","mor","1","after",0.33,"0.32",0.29,0.27
"rel.non.mor.1.2.after","chi","rel","non","mor","1.2","after",0.33,"0.23",0.2,0.17
"rel.non.mor.1.4.after","chi","rel","non","mor","1.4","after",0.34,"0.2",0.17,0.16
"rel.non.mor.1.6.after","chi","rel","non","mor","1.6","after",0.36,"0.19",0.17,0.18
"rel.non.mor.1.8.after","chi","rel","non","mor","1.8","after",0.35,"0.16",0.17,0.2
"rel.non.mor.2.after","chi","rel","non","mor","2","after",0.34,"0.13",0.14,0.17
"rel.non.mor.2.2.after","chi","rel","non","mor","2.2","after",0.33,"0.1",0.1,0.12
"rel.non.mor.2.4.after","chi","rel","non","mor","2.4","after",0.32,"0.07",0.07,0.08
"rel.non.mor.2.6.after","chi","rel","non","mor","2.6","after",0.32,"0.05",0.05,0.06
"rel.non.mor.2.8.after","chi","rel","non","mor","2.8","after",0.33,"0.04",0.04,0.04
"rel.non.mor.3.after","chi","rel","non","mor","3","after",0.33,"0.02",0.03,0.03
"abs.com.mor.30min.before","dep.pct","abs","com","mor","30","before",0.26,"0.78",0.76,0.71
"abs.com.mor.33min.before","dep.pct","abs","com","mor","33","before",0.27,"0.76",0.73,0.68
"abs.com.mor.36min.before","dep.pct","abs","com","mor","36","before",0.26,"0.75",0.69,0.65
"abs.com.mor.39min.before","dep.pct","abs","com","mor","39","before",0.26,"0.74",0.67,0.61
"abs.com.mor.42min.before","dep.pct","abs","com","mor","42","before",0.26,"0.73",0.64,0.58
"abs.com.mor.45min.before","dep.pct","abs","com","mor","45","before",0.26,"0.72",0.62,0.55
"abs.com.mor.48min.before","dep.pct","abs","com","mor","48","before",0.26,"0.7",0.6,0.52
"abs.com.mor.51min.before","dep.pct","abs","com","mor","51","before",0.26,"0.68",0.58,0.49
"abs.com.mor.54min.before","dep.pct","abs","com","mor","54","before",0.26,"0.67",0.56,0.45
"abs.com.mor.57min.before","dep.pct","abs","com","mor","57","before",0.26,"0.66",0.55,0.42
"abs.com.mor.60min.before","dep.pct","abs","com","mor","60","before",0.25,"0.65",0.52,0.4
"abs.com.mor.63min.before","dep.pct","abs","com","mor","63","before",0.25,"0.64",0.5,0.37
"abs.com.mor.66min.before","dep.pct","abs","com","mor","66","before",0.25,"0.62",0.48,0.34
"abs.com.mor.69min.before","dep.pct","abs","com","mor","69","before",0.25,"0.61",0.46,0.32
"abs.com.mor.72min.before","dep.pct","abs","com","mor","72","before",0.26,"0.6",0.45,0.3
"abs.com.mor.75min.before","dep.pct","abs","com","mor","75","before",0.26,"0.59",0.43,0.28
"rel.com.mor.1.before","dep.pct","rel","com","mor","1","before",0.49,"1",1,0.99
"rel.com.mor.1.2.before","dep.pct","rel","com","mor","1.2","before",0.48,"1",1,0.98
"rel.com.mor.1.4.before","dep.pct","rel","com","mor","1.4","before",0.46,"0.99",0.99,0.96
"rel.com.mor.1.6.before","dep.pct","rel","com","mor","1.6","before",0.41,"0.99",0.97,0.93
"rel.com.mor.1.8.before","dep.pct","rel","com","mor","1.8","before",0.35,"0.98",0.95,0.88
"rel.com.mor.2.before","dep.pct","rel","com","mor","2","before",0.27,"0.94",0.88,0.8
"rel.com.mor.2.2.before","dep.pct","rel","com","mor","2.2","before",0.23,"0.87",0.8,0.68
"rel.com.mor.2.4.before","dep.pct","rel","com","mor","2.4","before",0.23,"0.79",0.69,0.54
"rel.com.mor.2.6.before","dep.pct","rel","com","mor","2.6","before",0.22,"0.71",0.58,0.41
"rel.com.mor.2.8.before","dep.pct","rel","com","mor","2.8","before",0.22,"0.65",0.48,0.32
"rel.com.mor.3.before","dep.pct","rel","com","mor","3","before",0.22,"0.6",0.4,0.25
"abs.non.mor.30min.before","dep.pct","abs","non","mor","30","before",0.25,"0.77",0.71,0.66
"abs.non.mor.33min.before","dep.pct","abs","non","mor","33","before",0.25,"0.75",0.68,0.64
"abs.non.mor.36min.before","dep.pct","abs","non","mor","36","before",0.25,"0.74",0.65,0.61
"abs.non.mor.39min.before","dep.pct","abs","non","mor","39","before",0.25,"0.72",0.62,0.59
"abs.non.mor.42min.before","dep.pct","abs","non","mor","42","before",0.25,"0.71",0.6,0.56
"abs.non.mor.45min.before","dep.pct","abs","non","mor","45","before",0.25,"0.7",0.57,0.53
"abs.non.mor.48min.before","dep.pct","abs","non","mor","48","before",0.25,"0.69",0.56,0.51
"abs.non.mor.51min.before","dep.pct","abs","non","mor","51","before",0.24,"0.68",0.55,0.48
"abs.non.mor.54min.before","dep.pct","abs","non","mor","54","before",0.24,"0.67",0.53,0.45
"abs.non.mor.57min.before","dep.pct","abs","non","mor","57","before",0.24,"0.66",0.52,0.42
"abs.non.mor.60min.before","dep.pct","abs","non","mor","60","before",0.24,"0.65",0.5,0.39
"abs.non.mor.63min.before","dep.pct","abs","non","mor","63","before",0.24,"0.64",0.48,0.36
"abs.non.mor.66min.before","dep.pct","abs","non","mor","66","before",0.24,"0.63",0.46,0.33
"abs.non.mor.69min.before","dep.pct","abs","non","mor","69","before",0.24,"0.61",0.44,0.31
"abs.non.mor.72min.before","dep.pct","abs","non","mor","72","before",0.24,"0.6",0.42,0.28
"abs.non.mor.75min.before","dep.pct","abs","non","mor","75","before",0.24,"0.59",0.41,0.26
"rel.non.mor.1.before","dep.pct","rel","non","mor","1","before",0.49,"1",1,0.99
"rel.non.mor.1.2.before","dep.pct","rel","non","mor","1.2","before",0.48,"1",0.99,0.98
"rel.non.mor.1.4.before","dep.pct","rel","non","mor","1.4","before",0.45,"0.99",0.99,0.96
"rel.non.mor.1.6.before","dep.pct","rel","non","mor","1.6","before",0.4,"0.99",0.97,0.91
"rel.non.mor.1.8.before","dep.pct","rel","non","mor","1.8","before",0.33,"0.97",0.94,0.86
"rel.non.mor.2.before","dep.pct","rel","non","mor","2","before",0.26,"0.93",0.89,0.78
"rel.non.mor.2.2.before","dep.pct","rel","non","mor","2.2","before",0.23,"0.86",0.8,0.67
"rel.non.mor.2.4.before","dep.pct","rel","non","mor","2.4","before",0.23,"0.77",0.69,0.54
"rel.non.mor.2.6.before","dep.pct","rel","non","mor","2.6","before",0.23,"0.7",0.57,0.42
"rel.non.mor.2.8.before","dep.pct","rel","non","mor","2.8","before",0.23,"0.63",0.46,0.32
"rel.non.mor.3.before","dep.pct","rel","non","mor","3","before",0.23,"0.57",0.38,0.25
"abs.com.mor.30min.after","dep.pct","abs","com","mor","30","after",0.39,"0.19",0.22,0.21
"abs.com.mor.33min.after","dep.pct","abs","com","mor","33","after",0.37,"0.18",0.21,0.2
"abs.com.mor.36min.after","dep.pct","abs","com","mor","36","after",0.36,"0.18",0.21,0.2
"abs.com.mor.39min.after","dep.pct","abs","com","mor","39","after",0.36,"0.19",0.22,0.2
"abs.com.mor.42min.after","dep.pct","abs","com","mor","42","after",0.36,"0.19",0.22,0.2
"abs.com.mor.45min.after","dep.pct","abs","com","mor","45","after",0.36,"0.19",0.22,0.2
"abs.com.mor.48min.after","dep.pct","abs","com","mor","48","after",0.37,"0.18",0.22,0.19
"abs.com.mor.51min.after","dep.pct","abs","com","mor","51","after",0.37,"0.18",0.22,0.18
"abs.com.mor.54min.after","dep.pct","abs","com","mor","54","after",0.36,"0.17",0.21,0.18
"abs.com.mor.57min.after","dep.pct","abs","com","mor","57","after",0.35,"0.17",0.21,0.16
"abs.com.mor.60min.after","dep.pct","abs","com","mor","60","after",0.34,"0.17",0.2,0.15
"abs.com.mor.63min.after","dep.pct","abs","com","mor","63","after",0.34,"0.17",0.2,0.14
"abs.com.mor.66min.after","dep.pct","abs","com","mor","66","after",0.34,"0.16",0.19,0.13
"abs.com.mor.69min.after","dep.pct","abs","com","mor","69","after",0.34,"0.15",0.17,0.12
"abs.com.mor.72min.after","dep.pct","abs","com","mor","72","after",0.34,"0.14",0.15,0.1
"abs.com.mor.75min.after","dep.pct","abs","com","mor","75","after",0.34,"0.12",0.13,0.09
"rel.com.mor.1.after","dep.pct","rel","com","mor","1","after",0.41,"0.26",0.29,0.38
"rel.com.mor.1.2.after","dep.pct","rel","com","mor","1.2","after",0.41,"0.19",0.22,0.29
"rel.com.mor.1.4.after","dep.pct","rel","com","mor","1.4","after",0.4,"0.18",0.2,0.24
"rel.com.mor.1.6.after","dep.pct","rel","com","mor","1.6","after",0.38,"0.19",0.21,0.24
"rel.com.mor.1.8.after","dep.pct","rel","com","mor","1.8","after",0.38,"0.18",0.2,0.22
"rel.com.mor.2.after","dep.pct","rel","com","mor","2","after",0.39,"0.13",0.16,0.17
"rel.com.mor.2.2.after","dep.pct","rel","com","mor","2.2","after",0.4,"0.09",0.11,0.11
"rel.com.mor.2.4.after","dep.pct","rel","com","mor","2.4","after",0.41,"0.06",0.08,0.08
"rel.com.mor.2.6.after","dep.pct","rel","com","mor","2.6","after",0.42,"0.04",0.06,0.05
"rel.com.mor.2.8.after","dep.pct","rel","com","mor","2.8","after",0.43,"0.03",0.04,0.04
"rel.com.mor.3.after","dep.pct","rel","com","mor","3","after",0.43,"0.02",0.03,0.03
"abs.non.mor.30min.after","dep.pct","abs","non","mor","30","after",0.32,"0.18",0.19,0.2
"abs.non.mor.33min.after","dep.pct","abs","non","mor","33","after",0.31,"0.18",0.18,0.2
"abs.non.mor.36min.after","dep.pct","abs","non","mor","36","after",0.3,"0.19",0.19,0.19
"abs.non.mor.39min.after","dep.pct","abs","non","mor","39","after",0.3,"0.2",0.2,0.19
"abs.non.mor.42min.after","dep.pct","abs","non","mor","42","after",0.3,"0.21",0.2,0.18
"abs.non.mor.45min.after","dep.pct","abs","non","mor","45","after",0.3,"0.21",0.2,0.18
"abs.non.mor.48min.after","dep.pct","abs","non","mor","48","after",0.31,"0.21",0.2,0.18
"abs.non.mor.51min.after","dep.pct","abs","non","mor","51","after",0.3,"0.2",0.2,0.17
"abs.non.mor.54min.after","dep.pct","abs","non","mor","54","after",0.3,"0.2",0.2,0.16
"abs.non.mor.57min.after","dep.pct","abs","non","mor","57","after",0.29,"0.21",0.2,0.15
"abs.non.mor.60min.after","dep.pct","abs","non","mor","60","after",0.29,"0.21",0.19,0.14
"abs.non.mor.63min.after","dep.pct","abs","non","mor","63","after",0.29,"0.2",0.19,0.13
"abs.non.mor.66min.after","dep.pct","abs","non","mor","66","after",0.29,"0.2",0.18,0.12
"abs.non.mor.69min.after","dep.pct","abs","non","mor","69","after",0.28,"0.19",0.16,0.11
"abs.non.mor.72min.after","dep.pct","abs","non","mor","72","after",0.28,"0.18",0.15,0.09
"abs.non.mor.75min.after","dep.pct","abs","non","mor","75","after",0.28,"0.16",0.13,0.08
"rel.non.mor.1.after","dep.pct","rel","non","mor","1","after",0.39,"0.23",0.28,0.36
"rel.non.mor.1.2.after","dep.pct","rel","non","mor","1.2","after",0.37,"0.16",0.19,0.25
"rel.non.mor.1.4.after","dep.pct","rel","non","mor","1.4","after",0.36,"0.15",0.18,0.21
"rel.non.mor.1.6.after","dep.pct","rel","non","mor","1.6","after",0.35,"0.17",0.18,0.2
"rel.non.mor.1.8.after","dep.pct","rel","non","mor","1.8","after",0.36,"0.17",0.17,0.18
"rel.non.mor.2.after","dep.pct","rel","non","mor","2","after",0.38,"0.13",0.15,0.14
"rel.non.mor.2.2.after","dep.pct","rel","non","mor","2.2","after",0.38,"0.1",0.11,0.1
"rel.non.mor.2.4.after","dep.pct","rel","non","mor","2.4","after",0.39,"0.07",0.08,0.07
"rel.non.mor.2.6.after","dep.pct","rel","non","mor","2.6","after",0.4,"0.04",0.06,0.05
"rel.non.mor.2.8.after","dep.pct","rel","non","mor","2.8","after",0.4,"0.03",0.04,0.04
"rel.non.mor.3.after","dep.pct","rel","non","mor","3","after",0.4,"0.02",0.03,0.03
"abs.com.mor.30min.before","min.pct","abs","com","mor","30","before",0.34,"0.72",0.74,0.75
"abs.com.mor.33min.before","min.pct","abs","com","mor","33","before",0.35,"0.68",0.71,0.74
"abs.com.mor.36min.before","min.pct","abs","com","mor","36","before",0.36,"0.66",0.68,0.71
"abs.com.mor.39min.before","min.pct","abs","com","mor","39","before",0.36,"0.64",0.65,0.69
"abs.com.mor.42min.before","min.pct","abs","com","mor","42","before",0.36,"0.61",0.62,0.67
"abs.com.mor.45min.before","min.pct","abs","com","mor","45","before",0.36,"0.6",0.6,0.65
"abs.com.mor.48min.before","min.pct","abs","com","mor","48","before",0.36,"0.58",0.57,0.64
"abs.com.mor.51min.before","min.pct","abs","com","mor","51","before",0.36,"0.56",0.55,0.62
"abs.com.mor.54min.before","min.pct","abs","com","mor","54","before",0.35,"0.54",0.52,0.59
"abs.com.mor.57min.before","min.pct","abs","com","mor","57","before",0.35,"0.53",0.51,0.57
"abs.com.mor.60min.before","min.pct","abs","com","mor","60","before",0.35,"0.51",0.48,0.55
"abs.com.mor.63min.before","min.pct","abs","com","mor","63","before",0.35,"0.49",0.46,0.53
"abs.com.mor.66min.before","min.pct","abs","com","mor","66","before",0.35,"0.48",0.44,0.51
"abs.com.mor.69min.before","min.pct","abs","com","mor","69","before",0.35,"0.46",0.42,0.49
"abs.com.mor.72min.before","min.pct","abs","com","mor","72","before",0.35,"0.44",0.41,0.47
"abs.com.mor.75min.before","min.pct","abs","com","mor","75","before",0.35,"0.43",0.4,0.45
"rel.com.mor.1.before","min.pct","rel","com","mor","1","before",0.49,"1",1,1
"rel.com.mor.1.2.before","min.pct","rel","com","mor","1.2","before",0.48,"1",0.99,0.99
"rel.com.mor.1.4.before","min.pct","rel","com","mor","1.4","before",0.46,"0.99",0.98,0.98
"rel.com.mor.1.6.before","min.pct","rel","com","mor","1.6","before",0.42,"0.98",0.95,0.96
"rel.com.mor.1.8.before","min.pct","rel","com","mor","1.8","before",0.36,"0.96",0.91,0.94
"rel.com.mor.2.before","min.pct","rel","com","mor","2","before",0.3,"0.91",0.85,0.86
"rel.com.mor.2.2.before","min.pct","rel","com","mor","2.2","before",0.28,"0.84",0.77,0.76
"rel.com.mor.2.4.before","min.pct","rel","com","mor","2.4","before",0.28,"0.73",0.67,0.63
"rel.com.mor.2.6.before","min.pct","rel","com","mor","2.6","before",0.28,"0.64",0.57,0.51
"rel.com.mor.2.8.before","min.pct","rel","com","mor","2.8","before",0.27,"0.58",0.48,0.4
"rel.com.mor.3.before","min.pct","rel","com","mor","3","before",0.27,"0.52",0.41,0.33
"abs.non.mor.30min.before","min.pct","abs","non","mor","30","before",0.33,"0.7",0.71,0.72
"abs.non.mor.33min.before","min.pct","abs","non","mor","33","before",0.34,"0.67",0.68,0.7
